Order Id,shipping date (DateOrders),Shipping Mode,Delivery Status,shipping_id
23728,12/17/2015 8:37,Second Class,Late delivery,26517
29207,3/5/2016 8:09,Second Class,Late delivery,26518
29579,3/12/2016 18:29,Second Class,Late delivery,26519
27803,2/14/2016 20:16,Second Class,Late delivery,26520
20962,11/5/2015 23:34,Second Class,Late delivery,26521
28817,2/28/2016 15:31,Second Class,Late delivery,26522
24722,12/30/2015 20:52,Second Class,Late delivery,26523
30009,3/19/2016 1:08,Second Class,Late delivery,26524
50346,1/6/2017 22:05,Second Class,Shipping on time,26525
22291,11/24/2015 9:10,Second Class,Shipping on time,26526
51051,1/17/2017 5:05,Second Class,Shipping on time,26527
24440,12/29/2015 18:04,Second Class,Late delivery,26528
44314,10/13/2016 20:49,Second Class,Late delivery,26529
29563,3/11/2016 12:53,Second Class,Late delivery,26530
20827,11/4/2015 0:16,Second Class,Late delivery,26531
49058,12/21/2016 2:51,Second Class,Late delivery,26532
45111,10/22/2016 12:02,Second Class,Shipping on time,26533
22723,12/2/2015 16:31,Second Class,Late delivery,26534
29812,3/14/2016 4:07,Second Class,Late delivery,26535
22564,12/1/2015 8:49,Second Class,Late delivery,26536
73746,12/14/2017 12:09,Second Class,Shipping on time,26537
72422,11/26/2017 4:18,Second Class,Late delivery,26538
25663,1/14/2016 14:32,Second Class,Late delivery,26539
28283,2/21/2016 20:26,Second Class,Late delivery,26540
26852,1/30/2016 23:06,Second Class,Late delivery,26541
20574,11/2/2015 7:38,Second Class,Late delivery,26542
30702,3/27/2016 3:55,Second Class,Late delivery,26543
27903,2/16/2016 7:18,Second Class,Late delivery,26544
23638,12/16/2015 1:05,Second Class,Late delivery,26545
76863,1/31/2018 0:10,Second Class,Late delivery,26546
41493,9/1/2016 16:29,Second Class,Late delivery,26547
46562,11/13/2016 16:23,Second Class,Late delivery,26548
73833,12/17/2017 18:38,Second Class,Late delivery,26549
74969,1/4/2018 8:37,Second Class,Late delivery,26550
77096,2/1/2018 9:48,Second Class,Shipping on time,26551
74413,12/26/2017 5:50,Second Class,Late delivery,26552
77167,2/3/2018 10:41,Second Class,Late delivery,26553
50217,1/6/2017 0:54,Second Class,Late delivery,26554
24547,12/28/2015 7:33,Second Class,Late delivery,26555
42836,9/19/2016 7:00,Second Class,Shipping on time,26556
74947,1/2/2018 0:55,Second Class,Late delivery,26557
23685,12/18/2015 17:33,Second Class,Late delivery,26558
77128,2/3/2018 21:01,Second Class,Late delivery,26559
48232,12/8/2016 1:28,Second Class,Late delivery,26560
21597,11/15/2015 6:02,Second Class,Late delivery,26561
22456,11/26/2015 18:59,Second Class,Shipping on time,26562
22608,12/1/2015 0:14,Second Class,Late delivery,26563
24901,1/1/2016 11:34,Second Class,Shipping on time,26564
42806,9/18/2016 20:29,Second Class,Shipping on time,26565
27512,2/9/2016 14:19,Second Class,Late delivery,26566
50140,1/7/2017 21:55,Second Class,Late delivery,26567
26108,1/21/2016 2:26,Second Class,Late delivery,26568
22530,12/1/2015 20:54,Second Class,Late delivery,26569
46722,11/16/2016 0:26,Second Class,Late delivery,26570
71931,11/18/2017 0:16,Second Class,Shipping on time,26571
71984,11/21/2017 18:51,Second Class,Late delivery,26572
47174,11/24/2016 14:48,Second Class,Late delivery,26573
75145,1/7/2018 22:17,Second Class,Late delivery,26574
47858,12/3/2016 14:26,Second Class,Late delivery,26575
72067,11/20/2017 23:55,Second Class,Late delivery,26576
72047,11/20/2017 16:55,Second Class,Late delivery,26577
22583,11/30/2015 15:28,Second Class,Late delivery,26578
71900,11/21/2017 13:25,Second Class,Late delivery,26579
75167,1/5/2018 5:59,Second Class,Late delivery,26580
27333,2/7/2016 23:37,Second Class,Late delivery,26581
20302,10/27/2015 8:20,Second Class,Late delivery,26582
30944,4/1/2016 16:42,Second Class,Late delivery,26583
30610,3/28/2016 19:41,Second Class,Late delivery,26584
20829,11/6/2015 0:58,Second Class,Late delivery,26585
26236,1/20/2016 23:17,Second Class,Shipping on time,26586
20533,10/31/2015 17:16,Second Class,Late delivery,26587
42649,9/19/2016 13:29,Second Class,Late delivery,26588
23021,12/5/2015 0:55,Second Class,Shipping on time,26589
24228,12/24/2015 15:47,Second Class,Late delivery,26590
23132,12/7/2015 15:49,Second Class,Late delivery,26591
28289,2/22/2016 22:32,Second Class,Late delivery,26592
24930,1/5/2016 21:44,Second Class,Late delivery,26593
31044,4/3/2016 3:44,Second Class,Late delivery,26594
30826,3/27/2016 23:22,Second Class,Shipping on time,26595
44877,10/20/2016 2:03,Second Class,Late delivery,26596
26618,1/28/2016 13:07,Second Class,Late delivery,26597
24275,12/27/2015 8:15,Second Class,Late delivery,26598
73981,12/17/2017 22:29,Second Class,Shipping on time,26599
74050,12/22/2017 22:39,Second Class,Late delivery,26600
74045,12/22/2017 20:54,Second Class,Late delivery,26601
73685,12/17/2017 14:47,Second Class,Late delivery,26602
72771,11/30/2017 6:34,Second Class,Shipping on time,26603
75032,1/3/2018 6:42,Second Class,Late delivery,26604
76516,1/23/2018 22:36,Second Class,Shipping on time,26605
76243,1/21/2018 22:58,Second Class,Late delivery,26606
72583,11/29/2017 12:42,Second Class,Late delivery,26607
76584,1/27/2018 22:26,Second Class,Late delivery,26608
76566,1/24/2018 16:07,Second Class,Shipping on time,26609
76259,1/23/2018 4:34,Second Class,Late delivery,26610
75606,1/10/2018 15:47,Second Class,Shipping on time,26611
75641,1/11/2018 4:03,Second Class,Shipping on time,26612
73052,12/5/2017 9:01,Second Class,Late delivery,26613
72331,11/23/2017 20:25,Second Class,Shipping on time,26614
41486,8/30/2016 14:02,Second Class,Shipping on time,26615
21106,11/7/2015 2:01,Second Class,Shipping on time,26616
74077,12/20/2017 8:07,Second Class,Late delivery,26617
30982,3/31/2016 6:01,Second Class,Late delivery,26618
31128,4/3/2016 9:10,Second Class,Late delivery,26619
74094,12/22/2017 14:04,Second Class,Late delivery,26620
51135,1/22/2017 10:31,Second Class,Late delivery,26621
26279,1/24/2016 14:21,Second Class,Late delivery,26622
22361,11/25/2015 9:42,Second Class,Shipping on time,26623
74868,1/1/2018 21:14,Second Class,Late delivery,26624
23362,12/11/2015 0:23,Second Class,Late delivery,26625
22353,11/27/2015 6:54,Second Class,Late delivery,26626
21316,11/10/2015 3:35,Second Class,Shipping on time,26627
30526,3/23/2016 14:16,Second Class,Shipping on time,26628
76921,1/29/2018 20:30,Second Class,Shipping on time,26629
27030,2/5/2016 13:27,Second Class,Late delivery,26630
21566,11/13/2015 19:10,Second Class,Shipping on time,26631
43988,10/8/2016 2:36,Second Class,Late delivery,26632
29325,3/10/2016 1:30,Second Class,Late delivery,26633
24658,12/30/2015 22:26,Second Class,Late delivery,26634
23633,12/15/2015 23:20,Second Class,Late delivery,26635
30391,3/21/2016 14:58,Second Class,Shipping on time,26636
71855,11/20/2017 21:39,Second Class,Late delivery,26637
71920,11/21/2017 20:25,Second Class,Late delivery,26638
27196,2/3/2016 23:37,Second Class,Shipping on time,26639
29675,3/15/2016 4:07,Second Class,Late delivery,26640
45651,10/30/2016 9:13,Second Class,Shipping on time,26641
45156,10/23/2016 3:48,Second Class,Shipping on time,26642
21760,11/20/2015 15:08,Second Class,Late delivery,26643
30911,3/29/2016 5:08,Second Class,Shipping on time,26644
25598,1/13/2016 15:46,Second Class,Late delivery,26645
76582,1/25/2018 21:44,Second Class,Late delivery,26646
73566,12/11/2017 21:05,Second Class,Shipping on time,26647
76544,1/27/2018 8:25,Second Class,Late delivery,26648
76705,1/30/2018 16:49,Second Class,Late delivery,26649
76447,1/23/2018 22:26,Second Class,Late delivery,26650
73607,12/13/2017 11:27,Second Class,Late delivery,26651
75025,1/6/2018 4:14,Second Class,Late delivery,26652
74286,12/22/2017 9:20,Second Class,Shipping on time,26653
35570,6/9/2016 5:24,Second Class,Late delivery,26654
36458,6/20/2016 4:30,Second Class,Late delivery,26655
37707,7/7/2016 10:05,Second Class,Late delivery,26656
41237,8/27/2016 22:48,Second Class,Late delivery,26657
33990,5/17/2016 3:51,Second Class,Late delivery,26658
33112,5/1/2016 8:15,Second Class,Late delivery,26659
36768,6/24/2016 17:07,Second Class,Late delivery,26660
38490,7/21/2016 20:24,Second Class,Late delivery,26661
35741,6/7/2016 17:18,Second Class,Shipping on time,26662
31955,4/17/2016 10:54,Second Class,Late delivery,26663
37020,6/30/2016 9:24,Second Class,Late delivery,26664
38629,7/22/2016 21:06,Second Class,Late delivery,26665
41131,8/25/2016 9:40,Second Class,Shipping on time,26666
40037,8/10/2016 10:23,Second Class,Late delivery,26667
40077,8/11/2016 0:24,Second Class,Late delivery,26668
37659,7/8/2016 17:16,Second Class,Late delivery,26669
39365,8/3/2016 14:57,Second Class,Late delivery,26670
36749,6/25/2016 10:27,Second Class,Late delivery,26671
31983,4/15/2016 20:43,Second Class,Late delivery,26672
34421,5/19/2016 10:51,Second Class,Shipping on time,26673
31569,4/10/2016 19:40,Second Class,Late delivery,26674
32043,4/16/2016 17:44,Second Class,Late delivery,26675
33722,5/10/2016 5:58,Second Class,Late delivery,26676
35882,6/10/2016 18:42,Second Class,Late delivery,26677
36385,6/21/2016 2:56,Second Class,Late delivery,26678
39489,8/4/2016 10:24,Second Class,Late delivery,26679
35778,6/10/2016 6:16,Second Class,Late delivery,26680
41024,8/26/2016 20:11,Second Class,Late delivery,26681
38274,7/17/2016 16:44,Second Class,Late delivery,26682
36612,6/21/2016 10:27,Second Class,Late delivery,26683
32914,4/30/2016 10:53,Second Class,Late delivery,26684
33916,5/12/2016 1:56,Second Class,Shipping on time,26685
39434,8/3/2016 15:08,Second Class,Late delivery,26686
39289,8/1/2016 12:20,Second Class,Late delivery,26687
40976,8/23/2016 3:22,Second Class,Shipping on time,26688
37815,7/11/2016 23:55,Second Class,Late delivery,26689
36370,6/20/2016 21:40,Second Class,Late delivery,26690
38529,7/21/2016 10:04,Second Class,Late delivery,26691
40336,8/13/2016 19:08,Second Class,Shipping on time,26692
33128,5/2/2016 13:51,Second Class,Late delivery,26693
32246,4/17/2016 16:51,Second Class,Shipping on time,26694
32124,4/18/2016 22:07,Second Class,Late delivery,26695
34900,5/30/2016 10:40,Second Class,Late delivery,26696
37730,7/10/2016 18:08,Second Class,Late delivery,26697
31362,4/5/2016 19:09,Second Class,Late delivery,26698
33072,4/30/2016 18:14,Second Class,Late delivery,26699
40943,8/24/2016 15:48,Second Class,Late delivery,26700
38887,7/24/2016 15:29,Second Class,Late delivery,26701
38171,7/13/2016 4:39,Second Class,Shipping on time,26702
34719,5/26/2016 19:15,Second Class,Late delivery,26703
37189,7/1/2016 20:36,Second Class,Late delivery,26704
37870,7/12/2016 19:11,Second Class,Late delivery,26705
37898,7/11/2016 5:00,Second Class,Late delivery,26706
36846,6/23/2016 20:26,Second Class,Shipping on time,26707
31588,4/10/2016 2:19,Second Class,Late delivery,26708
37449,7/5/2016 15:42,Second Class,Late delivery,26709
39628,8/5/2016 11:06,Second Class,Late delivery,26710
35123,5/31/2016 16:48,Second Class,Late delivery,26711
35022,5/29/2016 5:24,Second Class,Late delivery,26712
41278,8/29/2016 13:10,Second Class,Late delivery,26713
40552,8/17/2016 22:49,Second Class,Late delivery,26714
34830,5/29/2016 10:09,Second Class,Late delivery,26715
38098,7/14/2016 3:04,Second Class,Late delivery,26716
36220,6/18/2016 17:07,Second Class,Late delivery,26717
35683,6/8/2016 20:59,Second Class,Late delivery,26718
40767,8/21/2016 2:08,Second Class,Late delivery,26719
32797,4/26/2016 17:53,Second Class,Late delivery,26720
39571,8/2/2016 15:08,Second Class,Shipping on time,26721
34380,5/22/2016 20:29,Second Class,Late delivery,26722
38626,7/19/2016 20:03,Second Class,Shipping on time,26723
47402,11/25/2016 22:40,Second Class,Late delivery,26724
37456,7/2/2016 18:09,Second Class,Shipping on time,26725
49550,12/30/2016 7:13,Second Class,Late delivery,26726
31497,4/7/2016 18:27,Second Class,Late delivery,26727
39806,8/6/2016 1:27,Second Class,Shipping on time,26728
32346,4/19/2016 3:53,Second Class,Shipping on time,26729
47760,12/4/2016 4:06,Second Class,Late delivery,26730
41467,8/31/2016 7:23,Second Class,Late delivery,26731
49645,12/31/2016 16:30,Second Class,Late delivery,26732
48730,12/18/2016 7:56,Second Class,Late delivery,26733
14222,7/30/2015 14:14,Second Class,Late delivery,26734
11512,6/21/2015 0:48,Second Class,Late delivery,26735
18195,9/29/2015 14:10,Second Class,Late delivery,26736
65607,8/18/2017 16:42,Second Class,Late delivery,26737
16543,9/3/2015 11:23,Second Class,Late delivery,26738
11178,6/17/2015 3:48,Second Class,Late delivery,26739
66085,8/28/2017 16:10,Second Class,Late delivery,26740
64257,7/29/2017 23:44,Second Class,Late delivery,26741
42083,9/10/2016 7:11,Second Class,Late delivery,26742
19007,10/8/2015 10:38,Second Class,Late delivery,26743
65222,8/13/2017 1:49,Second Class,Late delivery,26744
20089,10/26/2015 5:43,Second Class,Late delivery,26745
63648,7/22/2017 2:22,Second Class,Late delivery,26746
43851,10/4/2016 2:36,Second Class,Shipping on time,26747
55602,3/25/2017 15:30,Second Class,Late delivery,26748
53411,2/20/2017 15:54,Second Class,Shipping on time,26749
8301,5/4/2015 3:51,Second Class,Shipping on time,26750
8548,5/9/2015 18:23,Second Class,Late delivery,26751
56091,3/31/2017 18:49,Second Class,Shipping on time,26752
1483,1/26/2015 15:12,Second Class,Late delivery,26753
7170,4/21/2015 15:37,Second Class,Late delivery,26754
57669,4/26/2017 19:40,Second Class,Late delivery,26755
1782,1/29/2015 23:57,Second Class,Late delivery,26756
55729,3/29/2017 12:00,Second Class,Late delivery,26757
61479,6/21/2017 10:28,Second Class,Late delivery,26758
4947,3/17/2015 4:48,Second Class,Late delivery,26759
3808,3/1/2015 13:45,Second Class,Late delivery,26760
9091,5/15/2015 16:37,Second Class,Shipping on time,26761
27065,2/6/2016 1:43,Second Class,Late delivery,26762
30155,3/22/2016 4:17,Second Class,Late delivery,26763
29809,3/16/2016 3:04,Second Class,Late delivery,26764
26113,1/21/2016 4:11,Second Class,Late delivery,26765
43673,10/3/2016 12:14,Second Class,Late delivery,26766
44099,10/10/2016 17:29,Second Class,Late delivery,26767
26778,1/30/2016 21:10,Second Class,Late delivery,26768
29757,3/13/2016 8:51,Second Class,Late delivery,26769
30339,3/23/2016 20:45,Second Class,Late delivery,26770
29020,3/5/2016 14:38,Second Class,Late delivery,26771
48623,12/14/2016 18:27,Second Class,Late delivery,26772
28068,2/18/2016 17:07,Second Class,Late delivery,26773
37327,7/1/2016 20:57,Second Class,Late delivery,26774
36640,6/24/2016 20:16,Second Class,Late delivery,26775
31536,4/7/2016 8:06,Second Class,Shipping on time,26776
35048,5/30/2016 14:31,Second Class,Late delivery,26777
35940,6/14/2016 15:01,Second Class,Late delivery,26778
37333,7/2/2016 23:03,Second Class,Late delivery,26779
35750,6/11/2016 20:28,Second Class,Late delivery,26780
36887,6/25/2016 10:48,Second Class,Late delivery,26781
38146,7/12/2016 19:53,Second Class,Shipping on time,26782
38931,7/24/2016 6:54,Second Class,Shipping on time,26783
39075,7/30/2016 9:21,Second Class,Late delivery,26784
36691,6/21/2016 14:08,Second Class,Shipping on time,26785
40895,8/25/2016 22:59,Second Class,Late delivery,26786
36949,6/28/2016 8:31,Second Class,Late delivery,26787
37795,7/11/2016 16:55,Second Class,Late delivery,26788
42386,9/12/2016 17:21,Second Class,Shipping on time,26789
42417,9/14/2016 4:12,Second Class,Late delivery,26790
10472,6/5/2015 20:27,Second Class,Late delivery,26791
67021,9/7/2017 8:05,Second Class,Shipping on time,26792
42506,9/14/2016 11:23,Second Class,Shipping on time,26793
63789,7/25/2017 3:46,Second Class,Late delivery,26794
12147,6/30/2015 7:17,Second Class,Late delivery,26795
17161,9/10/2015 11:54,Second Class,Shipping on time,26796
13437,7/19/2015 3:13,Second Class,Late delivery,26797
67612,9/16/2017 23:08,Second Class,Late delivery,26798
67940,9/24/2017 18:03,Second Class,Late delivery,26799
64966,8/8/2017 8:07,Second Class,Shipping on time,26800
48227,12/7/2016 23:42,Second Class,Late delivery,26801
65815,8/24/2017 17:34,Second Class,Late delivery,26802
14493,8/4/2015 13:11,Second Class,Late delivery,26803
61239,6/17/2017 22:23,Second Class,Late delivery,26804
52510,2/11/2017 12:14,Second Class,Late delivery,26805
4168,3/6/2015 19:53,Second Class,Late delivery,26806
2373,2/8/2015 15:01,Second Class,Late delivery,26807
59586,5/21/2017 19:16,Second Class,Shipping on time,26808
59525,5/24/2017 21:54,Second Class,Late delivery,26809
4907,3/16/2015 14:47,Second Class,Late delivery,26810
59441,5/19/2017 16:28,Second Class,Shipping on time,26811
53620,2/27/2017 17:07,Second Class,Late delivery,26812
52511,2/7/2017 12:35,Second Class,Shipping on time,26813
59376,5/18/2017 17:42,Second Class,Shipping on time,26814
1076,1/18/2015 16:37,Second Class,Shipping on time,26815
4458,3/11/2015 1:29,Second Class,Late delivery,26816
61012,6/12/2017 14:52,Second Class,Late delivery,26817
8198,5/4/2015 15:46,Second Class,Late delivery,26818
52705,2/14/2017 8:33,Second Class,Late delivery,26819
22254,11/26/2015 20:13,Second Class,Late delivery,26820
30461,3/22/2016 15:29,Second Class,Shipping on time,26821
30239,3/22/2016 9:43,Second Class,Late delivery,26822
21992,11/21/2015 0:25,Second Class,Late delivery,26823
26995,2/5/2016 1:12,Second Class,Late delivery,26824
23636,12/14/2015 0:23,Second Class,Shipping on time,26825
42268,9/13/2016 0:00,Second Class,Late delivery,26826
46140,11/10/2016 12:32,Second Class,Late delivery,26827
24406,12/25/2015 6:09,Second Class,Shipping on time,26828
30151,3/18/2016 2:53,Second Class,Shipping on time,26829
34796,5/24/2016 22:14,Second Class,Shipping on time,26830
33869,5/14/2016 9:28,Second Class,Late delivery,26831
34396,5/19/2016 2:06,Second Class,Shipping on time,26832
41038,8/26/2016 1:05,Second Class,Late delivery,26833
40385,8/18/2016 12:18,Second Class,Late delivery,26834
35689,6/9/2016 23:05,Second Class,Late delivery,26835
34561,5/21/2016 11:54,Second Class,Shipping on time,26836
32022,4/15/2016 10:22,Second Class,Late delivery,26837
37028,6/28/2016 12:12,Second Class,Late delivery,26838
35758,6/9/2016 23:16,Second Class,Late delivery,26839
37039,6/29/2016 16:03,Second Class,Late delivery,26840
45403,10/28/2016 18:20,Second Class,Late delivery,26841
48364,12/11/2016 23:42,Second Class,Late delivery,26842
67651,9/16/2017 12:48,Second Class,Shipping on time,26843
68603,10/2/2017 10:20,Second Class,Late delivery,26844
66401,8/29/2017 6:52,Second Class,Shipping on time,26845
48228,12/9/2016 0:03,Second Class,Late delivery,26846
14902,8/9/2015 12:29,Second Class,Late delivery,26847
19524,10/17/2015 23:46,Second Class,Late delivery,26848
62337,7/1/2017 23:04,Second Class,Late delivery,26849
15846,8/22/2015 7:12,Second Class,Shipping on time,26850
67267,9/11/2017 22:16,Second Class,Late delivery,26851
64521,8/1/2017 20:13,Second Class,Shipping on time,26852
67777,9/19/2017 8:57,Second Class,Late delivery,26853
67874,9/22/2017 18:56,Second Class,Late delivery,26854
18440,10/3/2015 4:00,Second Class,Late delivery,26855
47800,12/4/2016 18:07,Second Class,Late delivery,26856
66711,9/2/2017 19:29,Second Class,Shipping on time,26857
16454,9/3/2015 4:13,Second Class,Late delivery,26858
17045,9/12/2015 19:16,Second Class,Late delivery,26859
54315,3/9/2017 20:36,Second Class,Late delivery,26860
55611,3/24/2017 18:39,Second Class,Shipping on time,26861
53857,2/28/2017 4:09,Second Class,Late delivery,26862
8201,5/2/2015 16:49,Second Class,Shipping on time,26863
57201,4/16/2017 23:42,Second Class,Shipping on time,26864
6237,4/5/2015 0:44,Second Class,Late delivery,26865
53385,2/24/2017 6:47,Second Class,Late delivery,26866
5521,3/24/2015 13:54,Second Class,Shipping on time,26867
9535,5/26/2015 4:11,Second Class,Late delivery,26868
6172,4/4/2015 1:58,Second Class,Late delivery,26869
42631,9/16/2016 7:11,Second Class,Shipping on time,26870
43941,10/5/2016 10:08,Second Class,Shipping on time,26871
27954,2/18/2016 1:10,Second Class,Late delivery,26872
26956,1/31/2016 11:32,Second Class,Shipping on time,26873
20596,10/30/2015 15:20,Second Class,Shipping on time,26874
45235,10/28/2016 7:29,Second Class,Late delivery,26875
28152,2/18/2016 22:32,Second Class,Late delivery,26876
48958,12/19/2016 15:49,Second Class,Late delivery,26877
24652,12/29/2015 20:20,Second Class,Late delivery,26878
30017,3/17/2016 3:56,Second Class,Late delivery,26879
23134,12/9/2015 16:31,Second Class,Late delivery,26880
26053,1/20/2016 7:10,Second Class,Late delivery,26881
30231,3/19/2016 6:54,Second Class,Shipping on time,26882
20909,11/7/2015 5:00,Second Class,Late delivery,26883
26994,2/4/2016 0:51,Second Class,Late delivery,26884
38967,7/25/2016 19:31,Second Class,Late delivery,26885
35247,6/1/2016 12:14,Second Class,Late delivery,26886
35592,6/6/2016 13:06,Second Class,Late delivery,26887
38330,7/19/2016 12:21,Second Class,Late delivery,26888
35515,6/8/2016 10:08,Second Class,Late delivery,26889
40290,8/17/2016 3:01,Second Class,Late delivery,26890
40130,8/14/2016 18:58,Second Class,Late delivery,26891
37995,7/14/2016 14:59,Second Class,Late delivery,26892
48167,12/7/2016 2:41,Second Class,Late delivery,26893
42991,9/21/2016 13:18,Second Class,Shipping on time,26894
18492,9/30/2015 22:13,Second Class,Late delivery,26895
12761,7/8/2015 6:23,Second Class,Shipping on time,26896
67443,9/15/2017 11:56,Second Class,Late delivery,26897
19006,10/7/2015 10:17,Second Class,Shipping on time,26898
16781,9/4/2015 22:46,Second Class,Shipping on time,26899
64761,8/5/2017 8:18,Second Class,Shipping on time,26900
16949,9/10/2015 9:38,Second Class,Late delivery,26901
63957,7/25/2017 14:38,Second Class,Late delivery,26902
16905,9/10/2015 18:13,Second Class,Late delivery,26903
58830,5/14/2017 18:25,Second Class,Late delivery,26904
52160,2/6/2017 9:37,Second Class,Late delivery,26905
55087,3/18/2017 3:04,Second Class,Late delivery,26906
3856,2/28/2015 6:34,Second Class,Shipping on time,26907
3823,3/1/2015 19:01,Second Class,Late delivery,26908
8698,5/11/2015 22:56,Second Class,Late delivery,26909
9239,5/20/2015 20:28,Second Class,Late delivery,26910
54936,3/14/2017 22:10,Second Class,Shipping on time,26911
2769,2/15/2015 9:45,Second Class,Late delivery,26912
59421,5/19/2017 9:28,Second Class,Shipping on time,26913
27764,2/15/2016 6:36,Second Class,Late delivery,26914
24448,12/27/2015 20:52,Second Class,Late delivery,26915
42849,9/22/2016 11:33,Second Class,Late delivery,26916
24990,1/6/2016 18:45,Second Class,Late delivery,26917
45168,10/25/2016 8:00,Second Class,Late delivery,26918
23964,12/21/2015 19:18,Second Class,Late delivery,26919
42811,9/18/2016 22:14,Second Class,Shipping on time,26920
24333,12/26/2015 4:35,Second Class,Late delivery,26921
36386,6/17/2016 3:17,Second Class,Shipping on time,26922
41087,8/25/2016 18:15,Second Class,Late delivery,26923
36613,6/22/2016 10:48,Second Class,Late delivery,26924
31757,4/11/2016 13:32,Second Class,Late delivery,26925
34108,5/16/2016 21:12,Second Class,Late delivery,26926
39095,7/30/2016 16:22,Second Class,Late delivery,26927
32166,4/16/2016 12:49,Second Class,Shipping on time,26928
38276,7/14/2016 17:26,Second Class,Shipping on time,26929
37093,6/29/2016 10:58,Second Class,Late delivery,26930
33015,5/2/2016 22:16,Second Class,Late delivery,26931
32882,4/27/2016 23:40,Second Class,Late delivery,26932
32001,4/14/2016 3:01,Second Class,Shipping on time,26933
49219,12/24/2016 11:15,Standard Class,Late delivery,26934
47909,12/5/2016 8:18,Standard Class,Late delivery,26935
42202,9/11/2016 0:53,Standard Class,Advance shipping,26936
43741,10/2/2016 12:04,Standard Class,Advance shipping,26937
47729,12/2/2016 17:14,Standard Class,Late delivery,26938
41638,9/3/2016 19:17,Standard Class,Shipping on time,26939
48494,12/13/2016 21:15,Standard Class,Late delivery,26940
47459,11/28/2016 18:39,Standard Class,Late delivery,26941
42956,9/21/2016 1:02,Standard Class,Advance shipping,26942
46713,11/16/2016 21:17,Standard Class,Shipping on time,26943
44364,10/14/2016 14:20,Standard Class,Late delivery,26944
47829,12/4/2016 4:16,Standard Class,Late delivery,26945
50575,1/14/2017 6:19,Standard Class,Late delivery,26946
47637,11/29/2016 9:00,Standard Class,Advance shipping,26947
47827,12/2/2016 3:34,Standard Class,Advance shipping,26948
49681,12/28/2016 5:07,Standard Class,Advance shipping,26949
41599,9/4/2016 5:37,Standard Class,Late delivery,26950
48821,12/15/2016 15:49,Standard Class,Advance shipping,26951
46753,11/17/2016 11:18,Standard Class,Shipping on time,26952
48290,12/11/2016 21:47,Standard Class,Late delivery,26953
47596,11/27/2016 18:38,Standard Class,Advance shipping,26954
42470,9/17/2016 22:46,Standard Class,Late delivery,26955
46735,11/19/2016 5:00,Standard Class,Late delivery,26956
43634,10/3/2016 22:35,Standard Class,Late delivery,26957
50608,1/12/2017 17:53,Standard Class,Shipping on time,26958
44558,10/16/2016 10:18,Standard Class,Shipping on time,26959
43247,9/26/2016 7:00,Standard Class,Advance shipping,26960
42529,9/17/2016 19:27,Standard Class,Late delivery,26961
47682,11/30/2016 0:46,Standard Class,Advance shipping,26962
50938,1/17/2017 13:30,Standard Class,Shipping on time,26963
42735,9/21/2016 19:37,Standard Class,Late delivery,26964
46126,11/6/2016 7:38,Standard Class,Advance shipping,26965
43481,9/28/2016 16:58,Standard Class,Advance shipping,26966
42689,9/20/2016 3:30,Standard Class,Late delivery,26967
49988,1/3/2017 16:40,Standard Class,Shipping on time,26968
45716,10/31/2016 8:00,Standard Class,Advance shipping,26969
45610,11/2/2016 18:51,Standard Class,Late delivery,26970
70987,11/5/2017 5:33,Standard Class,Advance shipping,26971
69740,10/21/2017 0:40,Standard Class,Late delivery,26972
69488,10/15/2017 8:23,Standard Class,Shipping on time,26973
69938,10/21/2017 22:02,Standard Class,Shipping on time,26974
70933,11/5/2017 10:38,Standard Class,Shipping on time,26975
70523,10/30/2017 10:59,Standard Class,Shipping on time,26976
69721,10/16/2017 18:01,Standard Class,Advance shipping,26977
70968,11/5/2017 22:54,Standard Class,Shipping on time,26978
69793,10/19/2017 19:14,Standard Class,Shipping on time,26979
71058,11/7/2017 6:25,Standard Class,Shipping on time,26980
71057,11/6/2017 6:04,Standard Class,Advance shipping,26981
70664,11/2/2017 12:23,Standard Class,Late delivery,26982
69736,10/16/2017 23:16,Standard Class,Advance shipping,26983
70826,11/1/2017 21:09,Standard Class,Advance shipping,26984
70857,11/3/2017 8:00,Standard Class,Advance shipping,26985
70591,10/29/2017 10:49,Standard Class,Advance shipping,26986
69807,10/19/2017 0:09,Standard Class,Advance shipping,26987
70771,11/1/2017 1:53,Standard Class,Advance shipping,26988
71053,11/7/2017 4:40,Standard Class,Shipping on time,26989
70697,10/31/2017 23:57,Standard Class,Advance shipping,26990
70535,11/1/2017 15:12,Standard Class,Late delivery,26991
70926,11/3/2017 8:11,Standard Class,Advance shipping,26992
71087,11/6/2017 16:35,Standard Class,Advance shipping,26993
69840,10/22/2017 11:42,Standard Class,Late delivery,26994
70804,11/4/2017 13:26,Standard Class,Late delivery,26995
70907,11/4/2017 1:31,Standard Class,Advance shipping,26996
69893,10/21/2017 6:16,Standard Class,Shipping on time,26997
70659,11/2/2017 10:38,Standard Class,Late delivery,26998
70695,11/3/2017 23:15,Standard Class,Late delivery,26999
71120,11/10/2017 4:09,Standard Class,Late delivery,27000
71065,11/9/2017 8:53,Standard Class,Late delivery,27001
70547,10/29/2017 19:24,Standard Class,Advance shipping,27002
70835,11/6/2017 0:18,Standard Class,Late delivery,27003
69529,10/16/2017 22:45,Standard Class,Late delivery,27004
69546,10/14/2017 4:42,Standard Class,Advance shipping,27005
70726,10/31/2017 10:07,Standard Class,Advance shipping,27006
